City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
337,Turukhansk,65.8167,87.9833,-20.52,overcast clouds,99,100,2.59,RU,1678046181
338,Gelibolu,40.4103,26.6708,9.27,overcast clouds,89,100,0.88,TR,1678046181
339,Mitsamiouli,-11.3847,43.2844,27.94,overcast clouds,78,100,5.81,KM,1678046181
340,Tiznit,29.5833,-9.5,14.79,clear sky,73,8,1.8,MA,1678046181
341,Ambon,-3.6954,128.1814,26.08,scattered clouds,16,40,3.09,ID,1678046181
342,Ukiah,39.1502,-123.2078,8.9,overcast clouds,84,100,2.06,US,1678046182
343,Hun,29.1268,15.9477,14.54,broken clouds,20,53,3.29,LY,1678046182
344,Dhamtari,20.7072,81.5497,20.76,clear sky,26,0,1.2,IN,1678046182
345,Nome,64.5011,-165.4064,-1.02,snow,98,100,9.91,US,1678046182
346,Faya,18.3851,42.4509,19.06,scattered clouds,54,31,2.26,SA,1678046182
347,Presidencia Roque Saenz Pena,-26.7852,-60.4388,36.98,clear sky,25,5,3.05,AR,1678046182
348,Inta,66.0317,60.1659,-24.26,overcast clouds,96,100,1.15,RU,1678046182
349,Vao,-22.6667,167.4833,24.16,overcast clouds,72,100,7.04,NC,1678046182
350,Bubaque,11.2833,-15.8333,24.86,scattered clouds,66,27,6.8,GW,1678046183
351,Laerdalsoyri,61.098,7.4816,-1.82,scattered clouds,74,40,3.6,NO,1678046183
352,Emporia,38.4039,-96.1817,21.45,few clouds,37,18,10.43,US,1678046183
353,Havre-Saint-Pierre,50.2334,-63.5986,-2.0,light snow,68,100,7.2,CA,1678046183
354,San Ramon,37.7799,-121.978,12.03,few clouds,63,18,2.24,US,1678046183
355,Mlimba,-8.8,35.8167,22.04,light rain,93,97,1.41,TZ,1678046183
356,Sungairaya,0.7,108.9,23.51,overcast clouds,94,100,1.98,ID,1678046183
357,Kihei,20.785,-156.4656,26.02,clear sky,84,3,2.36,US,1678046184
358,Kansanshi,-12.0951,26.4273,17.46,light rain,98,100,2.32,ZM,1678046184
359,Urman,54.8831,56.8742,0.04,light snow,87,99,7.98,RU,1678046184
360,Kavaratti,10.5669,72.642,27.43,clear sky,68,0,1.71,IN,1678046184
361,Shelburne,44.0787,-80.2041,2.64,overcast clouds,84,86,5.92,CA,1678046184
362,Vilani,56.5525,26.9245,-5.74,overcast clouds,96,100,2.59,LV,1678046184
363,Palauig,15.435,119.9045,22.89,clear sky,73,6,3.08,PH,1678046184
364,Anloga,5.7947,0.8973,28.14,scattered clouds,80,43,4.88,GH,1678046185
365,Hit,33.6416,42.8251,23.07,overcast clouds,20,100,8.38,IQ,1678046185
366,Namatanai,-3.6667,152.4333,26.17,overcast clouds,83,93,3.19,PG,1678046185
367,Tolbazy,54.0241,55.8825,-2.51,broken clouds,80,82,10.95,RU,1678046185
368,College,64.8569,-147.8028,-10.11,overcast clouds,67,98,1.03,US,1678046185
369,Jalu,29.0331,21.5482,15.8,clear sky,40,0,4.93,LY,1678046185
370,Meulaboh,4.1363,96.1285,23.82,clear sky,88,10,1.57,ID,1678046185
371,Batouri,4.4333,14.3667,29.39,overcast clouds,31,86,1.48,CM,1678045886
372,Samana,19.2056,-69.3369,30.12,scattered clouds,62,40,5.14,DO,1678046156
373,Vardo,70.3705,31.1107,-10.01,snow,79,20,5.14,NO,1678046186
374,Cap Malheureux,-19.9842,57.6142,24.15,heavy intensity rain,89,100,1.34,MU,1678046186
375,Okhotsk,59.3833,143.3,-25.27,broken clouds,89,79,2.95,RU,1678046186
376,Neiafu,-18.65,-173.9833,28.38,broken clouds,83,75,6.69,TO,1678046186
377,Jardim,-21.4803,-56.1381,30.87,scattered clouds,64,47,2.26,BR,1678046186
378,Coquimbo,-29.9533,-71.3436,19.85,broken clouds,77,75,4.63,CL,1678046038
379,Kyrylivka,46.3759,35.3675,4.8,scattered clouds,56,27,3.97,UA,1678046187
380,Provideniya,64.3833,-173.3,0.42,snow,99,100,3.01,RU,1678046187
381,Fare,-16.7,-151.0167,28.47,light rain,73,100,7.62,PF,1678046187
382,Praya,14.9215,-23.5087,25.3,clear sky,47,0,6.69,CV,1678046187
383,Alto Araguaia,-17.3147,-53.2153,25.55,overcast clouds,78,97,2.81,BR,1678046187
384,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-14.67,broken clouds,61,75,3.0,RU,1678046146
385,Alice Town,25.7167,-79.3,26.34,few clouds,58,12,1.9,BS,1678046187
386,Cabedelo,-6.9811,-34.8339,30.37,overcast clouds,69,92,4.68,BR,1678046187
387,Mahibadhoo,3.7833,72.9667,27.15,overcast clouds,79,100,7.33,MV,1678046188
388,Lufkin,31.3382,-94.7291,27.13,clear sky,33,0,2.7,US,1678046188
389,Hambantota,6.1241,81.1185,24.97,clear sky,85,10,5.96,LK,1678046188
390,Polyarnyy,69.1989,33.4478,-10.41,light snow,92,100,4.02,RU,1678046188
391,Tilichiki,60.4667,166.1,-29.04,overcast clouds,96,94,2.19,RU,1678046188
392,Kefamenanu,-9.4467,124.4781,20.34,overcast clouds,94,100,0.82,ID,1678046188
393,Aklavik,68.2191,-135.0107,-30.0,clear sky,76,0,2.06,CA,1678046188
394,Cabo San Lucas,22.8909,-109.9124,25.9,clear sky,50,0,3.67,MX,1678046189
395,Arman,59.7,150.1667,-16.73,overcast clouds,81,100,3.03,RU,1678046189
396,Pangnirtung,66.1451,-65.7125,3.0,light intensity drizzle,100,100,7.72,CA,1678046189
397,Brigantine,39.4101,-74.3646,15.08,overcast clouds,51,88,3.13,US,1678046189
398,Teknaf,20.8624,92.3058,20.23,clear sky,72,1,1.94,BD,1678046189
399,Los Llanos De Aridane,28.6585,-17.9182,16.86,few clouds,93,20,1.54,ES,1678046189
400,Concordia,-31.393,-58.0209,36.04,scattered clouds,42,40,3.13,AR,1678046189
401,Gizo,-8.103,156.8419,25.28,moderate rain,89,100,2.87,SB,1678046189
402,Timbiqui,2.7717,-77.6654,27.56,light rain,75,92,2.95,CO,1678046189
403,Basco,20.4487,121.9702,21.82,overcast clouds,62,99,8.86,PH,1678046190
404,Hanmer Springs,-42.5167,172.8167,9.71,broken clouds,89,52,0.14,NZ,1678046190
405,Barcelos,41.5388,-8.6151,11.08,light rain,93,100,2.5,PT,1678046190
406,Nanchang,28.6833,115.8833,13.99,clear sky,40,0,0.89,CN,1678046190
407,Kuldur,49.2167,131.6333,-4.01,overcast clouds,98,85,1.43,RU,1678046190
408,San Cristobal,7.7669,-72.225,32.1,broken clouds,44,72,2.74,VE,1678046190
409,Carballo,43.213,-8.691,11.12,overcast clouds,82,99,0.72,ES,1678046190
410,Holme,56.1138,10.1725,-1.7,scattered clouds,65,35,2.0,DK,1678046190
411,Surt,31.2089,16.5887,15.63,few clouds,60,18,5.12,LY,1678046190
412,Mananjary,-21.2167,48.3333,24.54,moderate rain,92,98,3.02,MG,1678046191
413,Les Ponts-De-Ce,47.4231,-0.5248,2.82,broken clouds,74,77,2.44,FR,1678046191
414,Biak,-0.9131,122.8766,24.78,overcast clouds,79,100,2.18,ID,1678046191
415,Kungurtug,50.5994,97.5228,-14.09,overcast clouds,88,90,1.29,RU,1678046191
416,Makakilo City,21.3469,-158.0858,23.71,few clouds,77,13,0.57,US,1678046191
417,Bondo,3.8146,23.6866,26.31,scattered clouds,41,43,1.37,CD,1678046191
418,Santa Maria,-29.6842,-53.8069,28.61,broken clouds,58,75,2.06,BR,1678046157
419,Chatham,51.3789,0.5279,4.96,overcast clouds,60,100,2.4,GB,1678045927
420,Bairiki,1.3292,172.9752,27.0,light rain,83,40,2.57,KI,1678046191
421,Kroya,-7.6331,109.2461,24.48,broken clouds,89,80,1.53,ID,1678046192
422,Bull Savanna,17.8868,-77.5902,27.77,few clouds,58,17,7.46,JM,1678046192
423,Ilulissat,69.2167,-51.1,-6.1,broken clouds,77,52,2.92,GL,1678046192
424,Broome,42.2506,-75.833,5.38,overcast clouds,80,100,4.12,US,1678046192
425,Turbat,26.0023,63.044,23.63,clear sky,48,0,1.39,PK,1678046192
426,Zhezkazgan,47.8043,67.7144,-5.51,overcast clouds,90,95,2.93,KZ,1678046192
427,Zhanakorgan,43.9098,67.2495,7.96,overcast clouds,72,100,2.8,KZ,1678046192
428,Bisira,8.5196,-81.7115,21.35,light rain,65,98,3.47,PA,1678046192
429,Karonga,-9.9333,33.9333,23.66,overcast clouds,85,100,1.62,MW,1678046192
430,Boulder,40.0833,-105.3505,10.22,broken clouds,26,75,8.05,US,1678046193
431,Tieli,46.95,128.05,-4.93,broken clouds,94,78,0.71,CN,1678046194
432,Skibotn,69.3913,20.2679,-12.89,broken clouds,96,81,2.9,NO,1678046194
433,Olean,42.0776,-78.4297,4.42,overcast clouds,100,100,0.0,US,1678046194
434,Kaseda,31.4167,130.3167,11.07,clear sky,61,0,1.28,JP,1678046194
435,Kailua,21.4022,-157.7394,24.52,few clouds,86,21,0.89,US,1678046194
436,Batemans Bay,-35.7167,150.1833,21.17,clear sky,90,8,2.5,AU,1678046194
437,Kabare,-2.4683,28.8242,17.04,overcast clouds,92,100,0.46,CD,1678046195
438,Huinan,42.6225,126.2614,2.7,overcast clouds,65,100,4.06,CN,1678046195
439,Bogoslovka,53.2084,44.8013,-1.6,light snow,99,100,8.01,RU,1678046195
440,Mazamet,43.49,2.373,5.37,clear sky,74,0,0.0,FR,1678046195
441,Yelovo,57.0538,54.9207,-2.7,overcast clouds,95,100,4.62,RU,1678046195
442,Ostersund,63.1792,14.6357,-6.75,clear sky,79,0,4.12,SE,1678046128
443,Savonlinna,61.8699,28.88,-9.97,clear sky,79,0,1.03,FI,1678046195
444,Tabou,4.423,-7.3528,27.22,broken clouds,84,83,2.56,CI,1678046195
445,Roald,62.5833,6.1333,0.97,light snow,86,40,1.54,NO,1678046196
446,Noumea,-22.2763,166.4572,26.67,scattered clouds,99,46,4.64,NC,1678045980
447,Conceicao Das Alagoas,-19.9147,-48.3883,31.88,overcast clouds,79,90,2.29,BR,1678046196
448,Asilah,35.465,-6.0348,15.98,overcast clouds,76,100,3.71,MA,1678046196
449,Yanam,16.7333,82.2167,19.85,clear sky,87,1,0.97,IN,1678046196
450,Pandan,14.0453,124.1694,24.07,overcast clouds,84,100,7.39,PH,1678046196
451,Siderno,38.2779,16.302,10.85,few clouds,81,12,5.47,IT,1678046196
452,Muisne,0.6,-80.0333,24.97,light rain,91,100,2.99,EC,1678046196
453,Agadez,19.75,10.25,27.83,overcast clouds,8,99,3.35,NE,1678046197
454,Aljezur,37.3191,-8.8033,12.83,overcast clouds,92,86,2.64,PT,1678046197
455,Hovd,48.0056,91.6419,-0.38,overcast clouds,49,100,2.69,MN,1678046197
456,Odweyne,9.4092,45.064,21.69,clear sky,43,0,3.87,SO,1678046197
457,San Alberto,7.7611,-73.3922,32.98,broken clouds,58,74,1.55,CO,1678046197
458,Yagodnoye,62.55,149.6667,-35.64,overcast clouds,98,93,1.5,RU,1678046159
459,Sistranda,63.7256,8.834,-3.02,light snow,52,100,4.96,NO,1678046197
460,Gardiner,44.2301,-69.7753,5.75,overcast clouds,58,97,4.09,US,1678046197
461,Klaksvik,62.2266,-6.589,-0.49,overcast clouds,74,100,14.77,FO,1678046197
462,Ussuriysk,43.7986,131.9508,1.9,broken clouds,91,72,5.49,RU,1678046162
463,Saint Anthony,45.0205,-93.218,3.84,overcast clouds,53,100,3.6,US,1678046198
464,Iralaya,15.0,-83.2333,27.63,light rain,67,25,5.46,HN,1678046198
465,Zyryanka,65.75,150.85,-34.28,overcast clouds,96,95,1.96,RU,1678046198
466,Batsfjord,70.6345,29.7185,-9.04,clear sky,85,0,5.14,NO,1678046198
467,Oyama,36.3,139.8,9.77,overcast clouds,67,100,1.5,JP,1678046198
468,Mehrabpur,28.1085,68.0254,23.91,scattered clouds,31,27,2.16,PK,1678046198
469,Hamilton,39.1834,-84.5333,15.98,overcast clouds,43,100,2.24,US,1678046198
470,Tole,44.7167,33.8167,5.53,broken clouds,86,64,1.7,UA,1678046199
471,Kaihua,23.3687,104.28,12.34,overcast clouds,89,100,2.85,CN,1678046199
472,Woodward,36.4337,-99.3904,27.76,clear sky,14,0,9.77,US,1678046199
473,Riyadh,24.6877,46.7219,24.08,overcast clouds,22,92,4.27,SA,1678046130
474,Lompoc,34.6391,-120.4579,13.21,light rain,80,99,4.18,US,1678046199
475,Pochutla,15.7432,-96.4661,32.12,overcast clouds,46,100,4.16,MX,1678046199
476,South Yarmouth,41.6668,-70.1847,7.32,overcast clouds,81,97,4.02,US,1678046199
477,Taltal,-25.4,-70.4833,22.42,broken clouds,75,57,2.62,CL,1678046199
478,Krasnoturinsk,59.7666,60.2086,-9.35,light snow,96,100,3.31,RU,1678046172
479,Oksfjord,70.2396,22.3479,-5.9,light snow,91,91,4.71,NO,1678046200
480,Suntar,62.1444,117.6319,-12.01,overcast clouds,92,100,3.87,RU,1678046200
481,Uchana,29.4667,76.1667,17.69,clear sky,38,0,3.37,IN,1678046200
482,Trelew,-43.249,-65.3051,34.96,clear sky,16,0,6.85,AR,1678046200
483,Padang,-0.9492,100.3543,24.91,overcast clouds,87,100,1.48,ID,1678046200
484,Ewa Beach,21.3156,-158.0072,24.49,few clouds,77,13,0.62,US,1678046200
485,Comodoro Rivadavia,-45.8667,-67.5,30.92,dust,22,100,16.46,AR,1678046200
486,The Pas,53.8251,-101.2541,-16.99,clear sky,55,0,4.63,CA,1678046201
487,Benguela,-12.5763,13.4055,24.46,overcast clouds,78,85,2.11,AO,1678046031
488,Oxford,51.7522,-1.256,4.47,overcast clouds,79,100,1.54,GB,1678046111
489,Filingue,14.3521,3.3168,32.01,clear sky,10,1,4.74,NE,1678046201
490,San Antonio,29.4241,-98.4936,28.28,clear sky,51,0,5.14,US,1678046201
491,Kamwenge,0.1866,30.4539,20.36,few clouds,68,22,0.76,UG,1678046201
492,Roscrea,52.9511,-7.8017,5.99,broken clouds,91,84,2.93,IE,1678046201
493,Safidon,29.4167,76.6667,17.5,clear sky,39,0,3.58,IN,1678046201
494,Khorixas,-20.3667,14.9667,20.29,clear sky,37,0,4.24,NA,1678046202
495,Sabla,12.7525,4.7077,31.97,clear sky,14,1,2.97,NG,1678046202
496,Moyeuvre-Grande,49.2517,6.0475,4.37,overcast clouds,71,100,0.89,FR,1678046202
497,Moscow,55.7522,37.6156,-2.76,overcast clouds,97,95,2.05,RU,1678046077
498,Port Hardy,50.6996,-127.4199,6.0,broken clouds,87,75,4.12,CA,1678046202
499,Merrill,45.1805,-89.6835,8.43,scattered clouds,26,40,3.09,US,1678046202
500,Santa Cruz,-17.8,-63.1667,33.03,broken clouds,58,75,6.17,BO,1678046202
501,Myitkyina,25.3833,97.4,20.06,broken clouds,43,70,1.03,MM,1678046202
502,Rabo De Peixe,37.8,-25.5833,14.73,few clouds,72,20,7.72,PT,1678046203
503,Santa Clara,22.4,-79.9667,31.97,few clouds,35,11,7.73,CU,1678046203
504,Usinsk,65.9939,57.5281,-23.54,overcast clouds,100,100,1.9,RU,1678046203
505,Coihaique,-45.5752,-72.0662,23.34,light rain,49,40,7.2,CL,1678046203
506,Itapirapua,-15.8233,-50.6133,31.32,scattered clouds,57,41,1.05,BR,1678046203
507,Mildmay,44.0501,-81.1164,3.02,overcast clouds,80,99,3.13,CA,1678046203
508,Boralday,43.3578,76.8594,6.92,smoke,65,75,3.0,KZ,1678046204
509,Raga,8.4596,25.678,28.83,overcast clouds,13,99,0.97,SS,1678046204
510,Eldorado,-23.7869,-54.2836,27.69,broken clouds,75,77,1.7,BR,1678046204
511,Luderitz,-26.6481,15.1594,17.19,clear sky,91,0,4.29,NA,1678046204
512,Marsa Matruh,31.3525,27.2453,16.11,clear sky,63,0,6.17,EG,1678046204
513,Rio Verde De Mato Grosso,-18.9181,-54.8442,30.11,scattered clouds,67,32,1.38,BR,1678046204
514,Dali,25.7,100.1833,8.04,clear sky,66,0,2.27,CN,1678046204
515,Norman Wells,65.282,-126.8329,-27.98,few clouds,76,20,1.03,CA,1678046204
516,Zhangjiakou,40.81,114.8794,4.94,clear sky,29,7,2.17,CN,1678046204
517,Vryburg,-26.9566,24.7284,20.41,clear sky,61,4,3.56,ZA,1678046205
518,Ucluelet,48.9329,-125.5528,7.83,broken clouds,76,80,0.45,CA,1678046205
519,Bilibino,68.0546,166.4372,-32.46,overcast clouds,100,100,0.57,RU,1678046205
520,Berlevag,70.8578,29.0864,-9.03,few clouds,67,17,9.26,NO,1678046205
521,Arlit,18.7369,7.3853,30.07,overcast clouds,9,100,5.26,NE,1678046205
522,Saint-Nazaire,47.2833,-2.2,5.99,overcast clouds,69,100,2.57,FR,1678046205
523,Wanaka,-44.7,169.15,10.62,clear sky,83,1,0.45,NZ,1678046205
524,Vostok,46.4856,135.8833,-5.38,overcast clouds,90,100,2.95,RU,1678046205
525,Beruwala,6.4788,79.9828,24.95,overcast clouds,85,88,1.55,LK,1678046206
526,Port Augusta,-32.5,137.7667,14.62,clear sky,85,1,2.18,AU,1678046206
527,Cayenne,4.9333,-52.3333,28.02,broken clouds,78,75,5.14,GF,1678046206
528,Dawei,14.0833,98.2,21.17,clear sky,60,0,2.2,MM,1678046206
529,Bartica,6.4,-58.6167,29.18,overcast clouds,64,92,3.41,GY,1678046206
530,Saint-Leu,-21.15,55.2833,25.53,light rain,96,100,1.21,RE,1678045994
531,Nenjiang,49.1833,125.2167,-4.81,clear sky,79,5,3.93,CN,1678046206
532,Jiuquan,39.7432,98.5174,4.18,clear sky,36,0,1.14,CN,1678046207
533,Khartoum,15.5518,32.5324,32.79,clear sky,29,0,4.2,SD,1678046207
534,Huarmey,-10.0681,-78.1522,25.7,overcast clouds,70,100,3.81,PE,1678046207
535,Itoman,26.1247,127.6694,16.01,clear sky,55,5,2.06,JP,1678046207
536,Mabaruma,8.2,-59.7833,27.9,broken clouds,64,68,3.92,GY,1678046207
537,Bushehr,28.9684,50.8385,21.05,clear sky,78,0,3.09,IR,1678046207
538,Tailai,46.3833,123.4,0.71,overcast clouds,58,95,2.37,CN,1678046207
539,Linhares,-19.3911,-40.0722,27.87,overcast clouds,59,100,4.08,BR,1678046207
540,Gushikawa,26.3544,127.8686,15.57,clear sky,56,5,4.12,JP,1678046207
541,Sur,22.5667,59.5289,24.91,clear sky,54,0,4.0,OM,1678046208
542,Asau,46.4333,26.4,1.51,scattered clouds,80,40,1.88,RO,1678046208
543,Haines Junction,60.7522,-137.5108,-22.03,broken clouds,59,68,0.51,CA,1678046208
544,Avera,33.194,-82.5271,23.08,clear sky,38,0,2.97,US,1678046208
545,Mehamn,71.0357,27.8492,-9.05,clear sky,72,0,5.66,NO,1678046208
546,Port Blair,11.6667,92.75,27.02,haze,74,40,1.03,IN,1678046208
